final_text,sentimentLabel,stemmed_text
enggak bisa dibuka aplikasinya,negative,enggak buka aplikasi
enggak bisa dibuka,neutral,enggak buka
suka banget karena bisa pinjam banyak buku secara gratis dan menambah wawasan sayang aplikasinya cukup sering gangguan baru saja update suka ngeclose sendiri lagi baca buku mau lanjut eh enggak bisa masuk lagi sedih soalnya ada buku yang belum selesai dibaca saran tambahan mungkin history secara otomatis halaman terakhir dibaca bisa dipertimbangkan soalnya di fitur saya belum ada,positive,suka banget pinjam buku gratis tambah wawas sayang aplikasi ganggu update suka ngeclose baca buku eh enggak masuk sedih buku selesai baca saran tambah history otomatis halaman baca timbang fitur
tidak bisa login setelah diupdate,negative,tidak login diupdate
mohon bisa diakses disemua macbook min,negative,mohon akses semua macbook min
sampah kgk bisa dibuka samasekali,negative,sampah kgk buka samasekali
enggak bisa login di update terbarunya,neutral,enggak login update baru
aplikasinya enggak jalan,negative,aplikasi enggak jalan
susah bacanya halman nya suka keulang sendiri bookmark nya juga gaguna nge highlight nya susah banget kadang pas baca halamannya ke highlight sendiri tolong dibenerinstress banget tau bacanya,positive,susah baca halman nya suka ulang bookmark nya gaguna nge highlight nya susah banget kadang pas baca halaman highlight tolong dibenerinstress banget tau baca
min saya enggak bisa login sedih banget semenjak interface barutolong perbaiki,negative,min enggak login sedih banget semenjak interface barutolong baik
ini aplikasi aneh banget ya sudah update dengan tampilan baru yang lebih bagus dan ada keterangan waktunya eh tibatiba disuruh update lagi malah ke tampilan lama itu update buat apa,negative,aplikasi aneh banget ya update tampil bagus terang eh tibatiba suruh update tampil update
hai tim ipunasterima kasih sudah kembali ke setelan awalsmoga yang diperbaharui adalah bobot kualitas bukunya,positive,hai tim ipunasterima kasih setel awalsmoga baharu bobot kualitas buku
the year is but your app is,neutral,year app
balik ke tampilan awal lagi,negative,tampil
tolong ini kenapa habis diupdate pas login data gue kereset riwayat baca gue enggak ada rak peminjaman gue kosong tolong dong bjir,neutral,tolong habis diupdate pas login data kereset riwayat baca enggak rak pinjam kosong tolong bjir
this is the second time i download this app and cant even use itu man we just want tapi read some books why dont you guys just keep the app simple you dont need tapi ada any unnecessary features you know this app could really help indonesians get more into reading,positive,second time download app cant even use man want read books dont guys keep app simple dont need unnecessary features know app could really help indonesians get reading
koleksi buku cukup lengkap tapi sistem antriannya agak membingungkan,negative,koleksi buku lengkap sistem antri bingung
server dan ui tolong diperbaiki,positive,server ui tolong baik
habis di update malah tidak bisa log ini bisa log ini pun cuma muter doang,negative,habis update tidak log log muter doang
kenapa enggak bisa login setelah update,neutral,enggak login update
belum bisa login kenapa ya apa memang lagi maintenance bintang kalo sudah bisa login,positive,login ya maintenance bintang kalo login
saya suka sekali aplikasinya tapi kalo mau login lama banget masuknya pas sudah masuk malah keluar sendiri tolong perbaiki aplikasinya,negative,suka aplikasi kalo login banget masuk pas masuk tolong baik aplikasi
tolong diperbaiki setelah update bukannya semakin baik malah tidak bisa login setiap login selalu keluar sendiri tanpa sebab padahal jaringan saya bagus,negative,tolong baik update tidak login login jaring bagus
enggak bisa login ipusnas akhirnya saya sangat senang dengan aplikasi ini saya berharap koleksinya makin banyak dan ada preview buku sebelum dipinjam bravo,negative,enggak login ipusnas senang aplikasi harap koleksi preview buku pinjam bravo
after the update i cant even login please fix this app orang undo the update,negative,update cant even login please fix app orang undo update
apasih mau login malah auto close,negative,apasih login auto close
jelek banget suka ngebug sendiri terus pas masuk lagi malah ke logout mau login malah enggak bisa bilangnya data enggak sesuai terus pas sudah log ini malah ngebug enggak jelas banget,positive,jelek banget suka ngebug pas masuk logout login enggak bilang data enggak sesuai pas log ngebug enggak banget
lemot banget aplikasinya mau daftar lemot mau masuk halaman utamanya juga lemot niat lanunching aplikasi enggak sih sebenarnya percuma kalo bikin aplikasi cuma nanggung kayak begini,negative,lot banget aplikasi daftar lot masuk halaman utama lot niat lanunching aplikasi enggak sih kalo bikin aplikasi nanggung kayak
setelah diupdate malah enggak bisa dipakai terus datadata sebelumnya jadi hilang,negative,diupdate enggak pakai datadata hilang
setelah diupdate bukannya semakin bagus malah jadi jelek enggak bisa diakses mengecewakan banget walaupun yang versi lama memang tampilannya enggak bagus bagus banget tapi setidaknya bisa buat baca,negative,diupdate bagus jelek enggak akses kecewa banget versi tampil enggak bagus bagus banget baca
the app sucks period,neutral,app sucks period
why now ipusnas cant open like as usual this one my favorite aps actually but after update cant di anything,positive,ipusnas cant open like usual one favorite aps actually update cant anything
sudah hari error return book enggak bisa edit sudah benar edit setelah update makin jelek hebat,negative,error return book enggak edit edit update jelek hebat
aplikasinya tidak bisa digunakan,negative,aplikasi tidak
sudah lebih hari saya tidak bisa mengakses aplikasi beberapa kali instal uninstall login berulang kali tetap tidak bisa mungkin sedang ada pengembangan aplikasi tapi saya pikir ini terlalu lama semoga pihak terkait segera memperbaiki ini,negative,tidak akses aplikasi kali instal uninstall login ulang kali tidak kembang aplikasi pikir moga kait baik
updated version doesnt work properly i can finally log ini after a wig but after logging ini i cannot di anything all blank space cannot search for books even my profile is blank just get back tapi the old version but memakai itu sok that the page that we bookmarked stay marked even after we close reopen the app,neutral,updated version doesnt work properly finally log wig logging anything blank space search books even profile blank get back old version pakai sok page bookmarked stay marked even close reopen app
terjadi bug pada uinya setelah update,neutral,bug uinya update
enggak bekerja terus saya harus apa ini yang disuruh kerjain aplikasinya dikasih gaji yang sesuai apa enggak sedih banget saya cuma mau bacaperpus jauh kenapa susah banget apa tidak bisa dibuat versi websitenya,negative,enggak suruh kerjain aplikasi kasih gaji sesuai enggak sedih banget bacaperpus susah banget tidak versi websitenya
itu used tapi be my fave app but not anymore after itu was updated itu is getting unuseful i cant read my saved book anymore because of the error hope lu can fix itu quickly,negative,used fave app anymore updated getting unuseful cant read saved book anymore error hope fix quickly
aplikasinya tidak jelas saya tidak bisa mendaftar saat mengisi alamat kecamatan tolong untuk lag nya,negative,aplikasi tidak tidak daftar isi alamat camat tolong lag nya
tampilannyaa ngebug,neutral,tampilannyaa ngebug
the application is trouble,neutral,application trouble
semenjak di update kok jadi error mulu login saja susah please diperbaiki lagi,negative,semenjak update error mulu login susah please baik
niat buat aplikasi enggak sih masak ngelaag mulu,negative,niat aplikasi enggak sih masak ngelaag mulu
tolong dong ini setelah update enggak bisa login sama sekali selalu muncul notifikasi terjadi masalah bagaimana solusinya,positive,tolong update enggak login muncul notifikasi solusi
bug terus nih semenjak update sudah hari enggak bisa buka padahal sengaja enggak mau update karena baca review orang bug terus eh tbtb punya saya forced close terus jadi terpaksa diupdate ternyata semakin parah lebih baik perbaiki ini dulu tolong sistem peminjaman search bar tambah mode lock ketika membaca supaya minim salah tekan perbaiki kategori buku masih berantakan penanda stabilo ketika diselect juga susah diatur masih harus diperbaiki,negative,bug nih semenjak update enggak buka sengaja enggak update baca review orang bug eh tbtb forced close paksa diupdate parah baik tolong sistem pinjam search bar mode lock baca minim salah tekan baik kategori buku beranta tanda stabilo diselect susah atur baik
yang belum upgrade lebih baik enggak usah diupgrade punya gue setelah diupgrade malah susah login sekalinya bisa langsung ngebug dan enggak lama logout sendiri lagi please developer kalo belum ready buat diupdate mending enggak usah daripada bikin sebel cepatan benerin enggak,negative,upgrade enggak diupgrade diupgrade susah login sekali langsung ngebug enggak logout please developer kalo ready diupdate mending enggak bikin sebel cepat benerin enggak
tidak bisa login sama sekali padahal sebelum update bisa,negative,tidak login update
sudah bisa log ini tapi aplikasi tidak menampilkan apa hanya menu utama bagian bawah saja selebihnya kosong semua fiturfiturnya pun tidak muncul dan tidak bisa digunakan mohon bantuannya,negative,log aplikasi tidak tampil menu utama lebih kosong fiturfiturnya tidak muncul tidak mohon bantu
just updated the app and god only knows how itu infuriates me that this app is sok bapuk i cant even log ini and if i did successfully log ini the app would just stop working entirely its frustrating tapi know that what is supposedly tapi be the main indonesians digital library turns out tapi be ini a very low and poor quality dear developers please just please release the updated version once you guys know that the app will work with minimum bugs,negative,updated app god knows infuriates app sok bapuk cant even log successfully log app would stop working entirely frustrating know supposedly main indonesians digital library turns low poor quality dear developers please please release updated version guys know app work minimum bugs
aplikasi diupdate namun tidak bisa diakses sok sad,negative,aplikasi diupdate tidak akses sok sad
best,neutral,best
niat enggak sih bikin aplikasi anggaran meminta gedean kinerja asalan enggak becus,negative,niat enggak sih bikin aplikasi anggar gede kerja asal enggak becus
cant login,neutral,cant login
the app has still bug and others i cant login into my account for a wig sok i unistalled this app i already used mobile data and wifi clear cache etc but itu doesnt work tapi be honest this is one of my favourite app because i can read sok much e book from there please fix the bug sok i can use this app easily,negative,app still bug others cant login account wig sok unistalled app already used mobile data wifi clear cache etc doesnt work honest one favourite app read sok much e book please fix bug sok use app easily
lebih baik fitur video tidak usah ada karena takut aplikasinya jadi berat sistem antrian lebih baik dibuat daftar tunggu jadi enggak usah rebutan dan user lain enggak memungkinkan untuk ngekeep satu buku buat temannya atau return terus dipinjam sendiri lagi sampai waktu yang enggak jelas bookmark usahakan jangan hilang terus,negative,fitur video tidak takut aplikasi berat sistem antri daftar tunggu enggak rebut user enggak ngekeep buku teman return pinjam enggak bookmark usaha hilang
mohon maaf bug nya tolong diperbaiki karena dari awal dan sudah dicoba beberapa kali hingga saya install dan uninstall lagi tetap enggak bisa sign up dan log ini,positive,mohon maaf bug nya tolong baik coba kali install uninstall enggak sign log
enggak bisa login padahal suka banget baca di ipusnas ayo dong perbaiki lagi sistemnya bisa kok bisa,positive,enggak login suka banget baca ipusnas ayo baik sistem
tolong deh tiba tiba update jadi enggak bisa login sudah hari enggak bisa login,positive,tolong deh update enggak login enggak login
i cant get ini,neutral,cant get
habis di update malah enggak bisa login mana lemot banget tau begitu mending enggak usah update tolong ini sistemnya diperbaikin dong bukannya makin bagus malah makin error mau baca buku saja susah banget heran,negative,habis update enggak login lot banget tau mending enggak update tolong sistem diperbaikin bagus error baca buku susah banget heran
