content,case_folding,cleaning,slang,tokenizing,filtered,stemmed,final_text,sentimentLabel
"Gak bisa login sama sekali itu kenapa yaa. Daftar akun baru juga gak bisa padhal internet lancar. Semenjak ada bug bbrpa hari yg lalu sampai sekarang masih ga bisa dipake, udah coba uninstal lalu di instal ulang lagi ttp gak bisa dipkakai.","gak bisa login sama sekali itu kenapa yaa. daftar akun baru juga gak bisa padhal internet lancar. semenjak ada bug bbrpa hari yg lalu sampai sekarang masih ga bisa dipake, udah coba uninstal lalu di instal ulang lagi ttp gak bisa dipkakai.",gak bisa login sama sekali itu kenapa yaa daftar akun baru juga gak bisa padhal internet lancar semenjak ada bug bbrpa hari yg lalu sampai sekarang masih ga bisa dipake udah coba uninstal lalu di instal ulang lagi ttp gak bisa dipkakai,enggak bisa login sama sekali itu kenapa ya daftar akun baru juga enggak bisa padhal internet lancar semenjak ada bug beberapa hari yang lalu sampai sekarang masih enggak bisa dipakai sudah coba uninstal lalu di instal ulang lagi tetap enggak bisa dipkakai,"['enggak', 'bisa', 'login', 'sama', 'sekali', 'itu', 'kenapa', 'ya', 'daftar', 'akun', 'baru', 'juga', 'enggak', 'bisa', 'padhal', 'internet', 'lancar', 'semenjak', 'ada', 'bug', 'beberapa', 'hari', 'yang', 'lalu', 'sampai', 'sekarang', 'masih', 'enggak', 'bisa', 'dipakai', 'sudah', 'coba', 'uninstal', 'lalu', 'di', 'instal', 'ulang', 'lagi', 'tetap', 'enggak', 'bisa', 'dipkakai']","['enggak', 'login', 'ya', 'daftar', 'akun', 'enggak', 'padhal', 'internet', 'lancar', 'semenjak', 'bug', 'enggak', 'dipakai', 'coba', 'uninstal', 'instal', 'ulang', 'enggak', 'dipkakai']","['enggak', 'login', 'ya', 'daftar', 'akun', 'enggak', 'padhal', 'internet', 'lancar', 'semenjak', 'bug', 'enggak', 'pakai', 'coba', 'uninstal', 'instal', 'ulang', 'enggak', 'dipkakai']",enggak login ya daftar akun enggak padhal internet lancar semenjak bug enggak pakai coba uninstal instal ulang enggak dipkakai,neutral
"Nggak lengkap, buku banyak yang jelek (banyak tulisan kosong), koleksinya nggak nambah","nggak lengkap, buku banyak yang jelek (banyak tulisan kosong), koleksinya nggak nambah",nggak lengkap buku banyak yang jelek banyak tulisan kosong koleksinya nggak nambah,enggak lengkap buku banyak yang jelek banyak tulisan kosong koleksinya enggak menambah,"['enggak', 'lengkap', 'buku', 'banyak', 'yang', 'jelek', 'banyak', 'tulisan', 'kosong', 'koleksinya', 'enggak', 'menambah']","['enggak', 'lengkap', 'buku', 'jelek', 'tulisan', 'kosong', 'koleksinya', 'enggak', 'menambah']","['enggak', 'lengkap', 'buku', 'jelek', 'tulis', 'kosong', 'koleksi', 'enggak', 'tambah']",enggak lengkap buku jelek tulis kosong koleksi enggak tambah,negative
"Aplikasi ini sebenernya bagus. Saya yang bukan domisili Jakarta jadi bisa lihat koleksi perpustakaan nasional dan bisa pinjam buku kapan saja dimana saja. Tapi app ini tuh seriiiiing bgt gangguan. Sudah seminggu ini homepage saya ngeluarin rekomendasi buku yang sama terus. Saya refresh ga pergaruh apa2. Halaman log peminjaman orang lain lancar2 aja, di refresh bisa update. Tapi page rekomendasi buku udh di refresh berkali2 ga pengaruh apa2. Tolong performanya ditingkatkan lagi!!","aplikasi ini sebenernya bagus. saya yang bukan domisili jakarta jadi bisa lihat koleksi perpustakaan nasional dan bisa pinjam buku kapan saja dimana saja. tapi app ini tuh seriiiiing bgt gangguan. sudah seminggu ini homepage saya ngeluarin rekomendasi buku yang sama terus. saya refresh ga pergaruh apa2. halaman log peminjaman orang lain lancar2 aja, di refresh bisa update. tapi page rekomendasi buku udh di refresh berkali2 ga pengaruh apa2. tolong performanya ditingkatkan lagi!!",aplikasi ini sebenernya bagus saya yang bukan domisili jakarta jadi bisa lihat koleksi perpustakaan nasional dan bisa pinjam buku kapan saja dimana saja tapi app ini tuh seriiiiing bgt gangguan sudah seminggu ini homepage saya ngeluarin rekomendasi buku yang sama terus saya refresh ga pergaruh apa halaman log peminjaman orang lain lancar aja di refresh bisa update tapi page rekomendasi buku udh di refresh berkali ga pengaruh apa tolong performanya ditingkatkan lagi,aplikasi ini sebenarnya bagus saya yang bukan domisili jakarta jadi bisa lihat koleksi perpustakaan nasional dan bisa pinjam buku kapan saja dimana saja tapi app ini tuh seriiiiing banget gangguan sudah seminggu ini homepage saya mengeluarkan rekomendasi buku yang sama terus saya refresh enggak pergaruh apa halaman log peminjaman orang lain lancar saja di refresh bisa update tapi page rekomendasi buku sudah di refresh berkali enggak pengaruh apa tolong performanya ditingkatkan lagi,"['aplikasi', 'ini', 'sebenarnya', 'bagus', 'saya', 'yang', 'bukan', 'domisili', 'jakarta', 'jadi', 'bisa', 'lihat', 'koleksi', 'perpustakaan', 'nasional', 'dan', 'bisa', 'pinjam', 'buku', 'kapan', 'saja', 'dimana', 'saja', 'tapi', 'app', 'ini', 'tuh', 'seriiiiing', 'banget', 'gangguan', 'sudah', 'seminggu', 'ini', 'homepage', 'saya', 'mengeluarkan', 'rekomendasi', 'buku', 'yang', 'sama', 'terus', 'saya', 'refresh', 'enggak', 'pergaruh', 'apa', 'halaman', 'log', 'peminjaman', 'orang', 'lain', 'lancar', 'saja', 'di', 'refresh', 'bisa', 'update', 'tapi', 'page', 'rekomendasi', 'buku', 'sudah', 'di', 'refresh', 'berkali', 'enggak', 'pengaruh', 'apa', 'tolong', 'performanya', 'ditingkatkan', 'lagi']","['aplikasi', 'bagus', 'bukan', 'domisili', 'jakarta', 'lihat', 'koleksi', 'perpustakaan', 'nasional', 'pinjam', 'buku', 'dimana', 'app', 'tuh', 'seriiiiing', 'banget', 'gangguan', 'seminggu', 'homepage', 'mengeluarkan', 'rekomendasi', 'buku', 'refresh', 'enggak', 'pergaruh', 'halaman', 'log', 'peminjaman', 'orang', 'lancar', 'refresh', 'update', 'page', 'rekomendasi', 'buku', 'refresh', 'berkali', 'enggak', 'pengaruh', 'tolong', 'performanya', 'ditingkatkan']","['aplikasi', 'bagus', 'bukan', 'domisili', 'jakarta', 'lihat', 'koleksi', 'pustaka', 'nasional', 'pinjam', 'buku', 'mana', 'app', 'tuh', 'seriiiiing', 'banget', 'ganggu', 'minggu', 'homepage', 'keluar', 'rekomendasi', 'buku', 'refresh', 'enggak', 'pergaruh', 'halaman', 'log', 'pinjam', 'orang', 'lancar', 'refresh', 'update', 'page', 'rekomendasi', 'buku', 'refresh', 'kali', 'enggak', 'pengaruh', 'tolong', 'performa', 'tingkat']",aplikasi bagus bukan domisili jakarta lihat koleksi pustaka nasional pinjam buku mana app tuh seriiiiing banget ganggu minggu homepage keluar rekomendasi buku refresh enggak pergaruh halaman log pinjam orang lancar refresh update page rekomendasi buku refresh kali enggak pengaruh tolong performa tingkat,negative
"Error nya banyak bangettt. Cepettt perbaikiiii pleasee. Demi kenyamanan pengunjung, tolong jugalah perbaharui tampilan nya, terlalu kuno.","error nya banyak bangettt. cepettt perbaikiiii pleasee. demi kenyamanan pengunjung, tolong jugalah perbaharui tampilan nya, terlalu kuno.",error nya banyak bangettt cepettt perbaikiiii pleasee demi kenyamanan pengunjung tolong jugalah perbaharui tampilan nya terlalu kuno,error nya banyak banget cepettt perbaikiiii pleasee demi kenyamanan pengunjung tolong jugalah perbaharui tampilan nya terlalu kuno,"['error', 'nya', 'banyak', 'banget', 'cepettt', 'perbaikiiii', 'pleasee', 'demi', 'kenyamanan', 'pengunjung', 'tolong', 'jugalah', 'perbaharui', 'tampilan', 'nya', 'terlalu', 'kuno']","['error', 'nya', 'banget', 'cepettt', 'perbaikiiii', 'pleasee', 'kenyamanan', 'pengunjung', 'tolong', 'jugalah', 'perbaharui', 'tampilan', 'nya', 'kuno']","['error', 'nya', 'banget', 'cepettt', 'perbaikiiii', 'pleasee', 'nyaman', 'unjung', 'tolong', 'juga', 'baharu', 'tampil', 'nya', 'kuno']",error nya banget cepettt perbaikiiii pleasee nyaman unjung tolong juga baharu tampil nya kuno,negative
bagus bgt fasilitasnya,bagus bgt fasilitasnya,bagus bgt fasilitasnya,bagus banget fasilitasnya,"['bagus', 'banget', 'fasilitasnya']","['bagus', 'banget', 'fasilitasnya']","['bagus', 'banget', 'fasilitas']",bagus banget fasilitas,positive
aplikasinya ngestuck di loading screen,aplikasinya ngestuck di loading screen,aplikasinya ngestuck di loading screen,aplikasinya ngestuck di loading screen,"['aplikasinya', 'ngestuck', 'di', 'loading', 'screen']","['aplikasinya', 'ngestuck', 'loading', 'screen']","['aplikasi', 'ngestuck', 'loading', 'screen']",aplikasi ngestuck loading screen,negative
"Koleksinya sih lengkap, tapi fiturnya kurang memuaskan dan bikin nggak bisa eksplore banyak buku yg tersedia. Kadang beranda nggak bisa di refresh, padahal sudah dicoba berulang kali. Saran, untuk memberi filter misal buku paling populer, buku terbaru, dsb.","koleksinya sih lengkap, tapi fiturnya kurang memuaskan dan bikin nggak bisa eksplore banyak buku yg tersedia. kadang beranda nggak bisa di refresh, padahal sudah dicoba berulang kali. saran, untuk memberi filter misal buku paling populer, buku terbaru, dsb.",koleksinya sih lengkap tapi fiturnya kurang memuaskan dan bikin nggak bisa eksplore banyak buku yg tersedia kadang beranda nggak bisa di refresh padahal sudah dicoba berulang kali saran untuk memberi filter misal buku paling populer buku terbaru dsb,koleksinya sih lengkap tapi fiturnya kurang memuaskan dan bikin enggak bisa eksplore banyak buku yang tersedia kadang beranda enggak bisa di refresh padahal sudah dicoba berulang kali saran untuk memberi filter misal buku paling populer buku terbaru dsb,"['koleksinya', 'sih', 'lengkap', 'tapi', 'fiturnya', 'kurang', 'memuaskan', 'dan', 'bikin', 'enggak', 'bisa', 'eksplore', 'banyak', 'buku', 'yang', 'tersedia', 'kadang', 'beranda', 'enggak', 'bisa', 'di', 'refresh', 'padahal', 'sudah', 'dicoba', 'berulang', 'kali', 'saran', 'untuk', 'memberi', 'filter', 'misal', 'buku', 'paling', 'populer', 'buku', 'terbaru', 'dsb']","['koleksinya', 'sih', 'lengkap', 'fiturnya', 'memuaskan', 'bikin', 'enggak', 'eksplore', 'buku', 'tersedia', 'kadang', 'beranda', 'enggak', 'refresh', 'dicoba', 'berulang', 'kali', 'saran', 'filter', 'buku', 'populer', 'buku', 'terbaru', 'dsb']","['koleksi', 'sih', 'lengkap', 'fiturnya', 'muas', 'bikin', 'enggak', 'eksplore', 'buku', 'sedia', 'kadang', 'beranda', 'enggak', 'refresh', 'coba', 'ulang', 'kali', 'saran', 'filter', 'buku', 'populer', 'buku', 'baru', 'dsb']",koleksi sih lengkap fiturnya muas bikin enggak eksplore buku sedia kadang beranda enggak refresh coba ulang kali saran filter buku populer buku baru dsb,positive
"Lol mau baca buku aja gabisa, gimana mau literasi indonesia mau tinggi hahahahahah","lol mau baca buku aja gabisa, gimana mau literasi indonesia mau tinggi hahahahahah",lol mau baca buku aja gabisa gimana mau literasi indonesia mau tinggi hahahahahah,lol mau baca buku saja enggak bisa bagaimana mau literasi indonesia mau tinggi hahahahahah,"['lol', 'mau', 'baca', 'buku', 'saja', 'enggak', 'bisa', 'bagaimana', 'mau', 'literasi', 'indonesia', 'mau', 'tinggi', 'hahahahahah']","['lol', 'baca', 'buku', 'enggak', 'literasi', 'indonesia', 'hahahahahah']","['lol', 'baca', 'buku', 'enggak', 'literasi', 'indonesia', 'hahahahahah']",lol baca buku enggak literasi indonesia hahahahahah,negative
"So far so good. Aplikasi ini ngebantu banget untuk cari bahan bacaan atau sumber data untuk kepentingan yang lain. But, I've a question, Admin iPusnas. Aplikasi ini memang dirancang untuk tidak memunculkan notifikasi (pop-up) ketersediaan buku yang dalam antrean? Dalam hal ini, notifikasi meskipun aplikasinya tidak dibuka. Saling serobot memang seru, tapi di aplikasinya itu loh yang awalnya provided, tiba-tiba statusnya tetap queue. Terima kasih. Semoga dijawab. Panjang umur literasi.","so far so good. aplikasi ini ngebantu banget untuk cari bahan bacaan atau sumber data untuk kepentingan yang lain. but, i've a question, admin ipusnas. aplikasi ini memang dirancang untuk tidak memunculkan notifikasi (pop-up) ketersediaan buku yang dalam antrean? dalam hal ini, notifikasi meskipun aplikasinya tidak dibuka. saling serobot memang seru, tapi di aplikasinya itu loh yang awalnya provided, tiba-tiba statusnya tetap queue. terima kasih. semoga dijawab. panjang umur literasi.",so far so good aplikasi ini ngebantu banget untuk cari bahan bacaan atau sumber data untuk kepentingan yang lain but ive a question admin ipusnas aplikasi ini memang dirancang untuk tidak memunculkan notifikasi popup ketersediaan buku yang dalam antrean dalam hal ini notifikasi meskipun aplikasinya tidak dibuka saling serobot memang seru tapi di aplikasinya itu loh yang awalnya provided tibatiba statusnya tetap queue terima kasih semoga dijawab panjang umur literasi,sok far sok good aplikasi ini membantu banget untuk cari bahan bacaan atau sumber data untuk kepentingan yang lain but ive a question admin ipusnas aplikasi ini memang dirancang untuk tidak memunculkan notifikasi popup ketersediaan buku yang dalam antrean dalam hal ini notifikasi meskipun aplikasinya tidak dibuka saling serobot memang seru tapi di aplikasinya itu loh yang awalnya provided tibatiba statusnya tetap queue terima kasih semoga dijawab panjang umur literasi,"['sok', 'far', 'sok', 'good', 'aplikasi', 'ini', 'membantu', 'banget', 'untuk', 'cari', 'bahan', 'bacaan', 'atau', 'sumber', 'data', 'untuk', 'kepentingan', 'yang', 'lain', 'but', 'ive', 'a', 'question', 'admin', 'ipusnas', 'aplikasi', 'ini', 'memang', 'dirancang', 'untuk', 'tidak', 'memunculkan', 'notifikasi', 'popup', 'ketersediaan', 'buku', 'yang', 'dalam', 'antrean', 'dalam', 'hal', 'ini', 'notifikasi', 'meskipun', 'aplikasinya', 'tidak', 'dibuka', 'saling', 'serobot', 'memang', 'seru', 'tapi', 'di', 'aplikasinya', 'itu', 'loh', 'yang', 'awalnya', 'provided', 'tibatiba', 'statusnya', 'tetap', 'queue', 'terima', 'kasih', 'semoga', 'dijawab', 'panjang', 'umur', 'literasi']","['sok', 'far', 'sok', 'good', 'aplikasi', 'membantu', 'banget', 'cari', 'bahan', 'bacaan', 'sumber', 'data', 'kepentingan', 'ive', 'question', 'admin', 'ipusnas', 'aplikasi', 'dirancang', 'tidak', 'memunculkan', 'notifikasi', 'popup', 'ketersediaan', 'buku', 'antrean', 'notifikasi', 'aplikasinya', 'tidak', 'dibuka', 'serobot', 'seru', 'aplikasinya', 'provided', 'tibatiba', 'statusnya', 'queue', 'terima', 'kasih', 'semoga', 'umur', 'literasi']","['sok', 'far', 'sok', 'good', 'aplikasi', 'bantu', 'banget', 'cari', 'bahan', 'baca', 'sumber', 'data', 'penting', 'ive', 'question', 'admin', 'ipusnas', 'aplikasi', 'rancang', 'tidak', 'muncul', 'notifikasi', 'popup', 'sedia', 'buku', 'antre', 'notifikasi', 'aplikasi', 'tidak', 'buka', 'serobot', 'seru', 'aplikasi', 'provided', 'tibatiba', 'status', 'queue', 'terima', 'kasih', 'moga', 'umur', 'literasi']",sok far sok good aplikasi bantu banget cari bahan baca sumber data penting ive question admin ipusnas aplikasi rancang tidak muncul notifikasi popup sedia buku antre notifikasi aplikasi tidak buka serobot seru aplikasi provided tibatiba status queue terima kasih moga umur literasi,positive
"Too much bugs and errors in this app, that's really annoying.","too much bugs and errors in this app, that's really annoying.",too much bugs and errors in this app thats really annoying,too much bugs and errors ini this app thats really annoying,"['too', 'much', 'bugs', 'and', 'errors', 'ini', 'this', 'app', 'thats', 'really', 'annoying']","['much', 'bugs', 'errors', 'app', 'thats', 'really', 'annoying']","['much', 'bugs', 'errors', 'app', 'thats', 'really', 'annoying']",much bugs errors app thats really annoying,negative
Excelent😎,excelent😎,excelent,excelent,['excelent'],['excelent'],['excelent'],excelent,neutral
Keren,keren,keren,keren,['keren'],['keren'],['keren'],keren,positive
"mau ubah kata sandi karena lupa password aja pun gak bisa-bisa haduh tolong di perbaiki bagus padahal ni aplikasi, gw pengen login ke akun lama tapi gabisa ganti kata sandi 😩😩😩","mau ubah kata sandi karena lupa password aja pun gak bisa-bisa haduh tolong di perbaiki bagus padahal ni aplikasi, gw pengen login ke akun lama tapi gabisa ganti kata sandi 😩😩😩",mau ubah kata sandi karena lupa password aja pun gak bisabisa haduh tolong di perbaiki bagus padahal ni aplikasi gw pengen login ke akun lama tapi gabisa ganti kata sandi,mau ubah kata sandi karena lupa password saja pun enggak bisabisa aduh tolong di perbaiki bagus padahal nih aplikasi gue pengin login ke akun lama tapi enggak bisa ganti kata sandi,"['mau', 'ubah', 'kata', 'sandi', 'karena', 'lupa', 'password', 'saja', 'pun', 'enggak', 'bisabisa', 'aduh', 'tolong', 'di', 'perbaiki', 'bagus', 'padahal', 'nih', 'aplikasi', 'gue', 'pengin', 'login', 'ke', 'akun', 'lama', 'tapi', 'enggak', 'bisa', 'ganti', 'kata', 'sandi']","['ubah', 'sandi', 'lupa', 'password', 'enggak', 'bisabisa', 'aduh', 'tolong', 'perbaiki', 'bagus', 'nih', 'aplikasi', 'pengin', 'login', 'akun', 'enggak', 'ganti', 'sandi']","['ubah', 'sandi', 'lupa', 'password', 'enggak', 'bisabisa', 'aduh', 'tolong', 'baik', 'bagus', 'nih', 'aplikasi', 'pengin', 'login', 'akun', 'enggak', 'ganti', 'sandi']",ubah sandi lupa password enggak bisabisa aduh tolong baik bagus nih aplikasi pengin login akun enggak ganti sandi,neutral
"Tujuan aplikasi bagus, bermanfaat, tapi sayang sering eror","tujuan aplikasi bagus, bermanfaat, tapi sayang sering eror",tujuan aplikasi bagus bermanfaat tapi sayang sering eror,tujuan aplikasi bagus bermanfaat tapi sayang sering eror,"['tujuan', 'aplikasi', 'bagus', 'bermanfaat', 'tapi', 'sayang', 'sering', 'eror']","['tujuan', 'aplikasi', 'bagus', 'bermanfaat', 'sayang', 'eror']","['tuju', 'aplikasi', 'bagus', 'manfaat', 'sayang', 'eror']",tuju aplikasi bagus manfaat sayang eror,positive
"Aplikasinya bagus banget sayangnya sering galat. Tampilan oke, minimalis tp perlu diupdate too old menurutku. Semoga ke depannya ada perbaikan signifikan","aplikasinya bagus banget sayangnya sering galat. tampilan oke, minimalis tp perlu diupdate too old menurutku. semoga ke depannya ada perbaikan signifikan",aplikasinya bagus banget sayangnya sering galat tampilan oke minimalis tp perlu diupdate too old menurutku semoga ke depannya ada perbaikan signifikan,aplikasinya bagus banget sayangnya sering galat tampilan oke minimalis tapi perlu diupdate too old menurutku semoga ke depannya ada perbaikan signifikan,"['aplikasinya', 'bagus', 'banget', 'sayangnya', 'sering', 'galat', 'tampilan', 'oke', 'minimalis', 'tapi', 'perlu', 'diupdate', 'too', 'old', 'menurutku', 'semoga', 'ke', 'depannya', 'ada', 'perbaikan', 'signifikan']","['aplikasinya', 'bagus', 'banget', 'sayangnya', 'galat', 'tampilan', 'oke', 'minimalis', 'diupdate', 'old', 'menurutku', 'semoga', 'depannya', 'perbaikan', 'signifikan']","['aplikasi', 'bagus', 'banget', 'sayang', 'galat', 'tampil', 'oke', 'minimal', 'diupdate', 'old', 'turut', 'moga', 'depan', 'masalah', 'signifikan']",aplikasi bagus banget sayang galat tampil oke minimal diupdate old turut moga depan masalah signifikan,positive
